total_calls,total_time,total_time/total_calls,primitive_calls,cumulative_time,cumulative_time/primitive_calls,filename:lineno(function)
1,0.000,0.000,1,0.000,0.000,core.py:3528(__init__)
1,0.000,0.000,1,0.000,0.000,{method 'isalpha' of 'str' objects}
6,0.000,0.000,6,0.000,0.000,_structures.py:51(__gt__)
2,0.000,0.000,2,0.000,0.000,{built-in method _imp.exec_builtin}
1,0.000,0.000,1,0.000,0.000,arrayprint.py:1245(ComplexFloatingFormat)
1,0.000,0.000,1,0.000,0.000,more.py:2689(SequenceView)
1,0.000,0.000,1,0.000,0.000,core.py:2273(Empty)
1,0.000,0.000,1,0.000,0.000,_exceptions.py:32(UFuncTypeError)
1,0.000,0.000,1,0.000,0.000,calendar.py:583(LocaleHTMLCalendar)
1,0.000,0.000,1,0.000,0.000,__init__.py:949(_ReqExtras)
1,0.000,0.000,1,0.000,0.000,__init__.py:2120(NoDists)
1,0.000,0.000,1,0.000,0.000,{built-in method _hashlib.openssl_sha3_512}
1,0.000,0.000,1,0.000,0.000,linalg.py:44(LinAlgError)
3,0.000,0.000,3,0.000,0.000,core.py:3933(<genexpr>)
1,0.000,0.000,1,0.000,0.000,copyreg.py:22(constructor)
1,0.000,0.000,1,0.000,0.000,threading.py:267(__exit__)
1,0.000,0.000,1,0.000,0.000,errors.py:93(NonPrintableDefect)
1,0.000,0.000,1,0.000,0.000,core.py:3436(LineStart)
2,0.000,0.000,2,0.000,0.000,{built-in method numpy.asarray}
1,0.000,0.000,1,0.000,0.000,__init__.py:238(c_char_p)
1,0.000,0.000,1,0.000,0.000,core.py:4899(_NullToken)
1,0.000,0.000,1,0.000,0.000,numerictypes.py:424(_typedict)
1,0.000,0.000,1,0.000,0.000,threading.py:979(_set_ident)
2,0.000,0.000,2,0.000,0.000,{built-in method sys.setdlopenflags}
1,0.000,0.000,1,0.000,0.000,unicode.py:130(BasicMultilingualPlane)
1,0.000,0.000,1,0.000,0.000,{built-in method _hashlib.openssl_shake_256}
1,0.000,0.000,1,0.000,0.000,core.py:790(_DomainCheckInterval)
1,0.000,0.000,1,0.000,0.000,parse.py:215(_NetlocResultMixinBytes)
2,0.000,0.000,2,0.000,0.000,__init__.py:2697(version)
1,0.000,0.000,1,0.000,0.000,threading.py:493(BoundedSemaphore)
1,0.000,0.000,1,0.000,0.000,__init__.py:112(PEP440Warning)
1,0.000,0.000,1,0.000,0.000,_endian.py:23(_swapped_meta)
1,0.000,0.000,1,0.000,0.000,core.py:3483(LineEnd)
1,0.000,0.000,1,0.000,0.000,abc.py:64(MetaPathFinder)
1,0.000,0.000,1,0.000,0.000,feedparser.py:532(BytesFeedParser)
1,0.000,0.000,1,0.000,0.000,{built-in method numpy.core._multiarray_umath._reload_guard}
1,0.000,0.000,1,0.000,0.000,core.py:4443(_Indent)
1,0.000,0.000,1,0.000,0.000,index_tricks.py:209(MGridClass)
1,0.000,0.000,1,0.000,0.000,core.py:854(_DomainGreater)
1,0.000,0.000,1,0.000,0.000,core.py:192(_should_enable_warnings)
1,0.000,0.000,1,0.000,0.000,unicode.py:8(_lazyclassproperty)
1,0.000,0.000,1,0.000,0.000,core.py:3511(__init__)
1,0.000,0.000,1,0.000,0.000,functools.py:190(_special_method_cache)
1,0.000,0.000,1,0.000,0.000,{built-in method numpy.core._multiarray_umath.set_typeDict}
1,0.000,0.000,1,0.000,0.000,core.py:5186(__del__)
1,0.000,0.000,1,0.000,0.000,numbers.py:12(Number)
1,0.000,0.000,1,0.000,0.000,errors.py:33(MessageDefect)
1,0.000,0.000,1,0.000,0.000,__init__.py:1778(RootLogger)
1,0.000,0.000,1,0.000,0.000,__init__.py:29(__init__)
1,0.000,0.000,1,0.000,0.000,queue.py:242(LifoQueue)
1,0.000,0.000,1,0.000,0.000,__init__.py:229(Splitter)
2,0.000,0.000,2,0.000,0.000,functoolz.py:230(func)
1,0.000,0.000,1,0.000,0.000,unicode.py:136(Latin1)
1,0.000,0.000,1,0.000,0.000,__init__.py:744(Filter)
1,0.000,0.000,1,0.000,0.000,_globals.py:33(ModuleDeprecationWarning)
1,0.000,0.000,1,0.000,0.000,__init__.py:554(drop_comment)
1,0.000,0.000,1,0.000,0.000,sre_parse.py:99(checkgroup)
1,0.000,0.000,1,0.000,0.000,traceback.py:87(_Sentinel)
2,0.000,0.000,2,0.000,0.000,calendar.py:57(__init__)
1,0.000,0.000,1,0.000,0.000,__init__.py:1139(__init__)
1,0.000,0.000,1,0.000,0.000,_exceptions.py:54(_UFuncNoLoopError)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:175(i64)
1,0.000,0.000,1,0.000,0.000,fromnumeric.py:2157(_sum_dispatcher)
1,0.000,0.000,1,0.000,0.000,parser.py:71(HeaderParser)
1,0.000,0.000,1,0.000,0.000,euclidean.py:1(<module>)
1,0.000,0.000,1,0.000,0.000,_adapters.py:19(TraversableResourcesLoader)
1,0.000,0.000,1,0.000,0.000,more.py:3243(time_limited)
2,0.000,0.000,2,0.000,0.000,arrayprint.py:493(_recursive_guard)
2,0.000,0.000,2,0.000,0.000,__init__.py:1285(getLoggerClass)
1,0.000,0.000,1,0.000,0.000,polyutils.py:43(RankWarning)
1,0.000,0.000,1,0.000,0.000,calendar.py:548(different_locale)
1,0.000,0.000,1,0.000,0.000,pathlib.py:922(PurePosixPath)
1,0.000,0.000,1,0.000,0.000,parse.py:139(_ResultMixinBytes)
1,0.000,0.000,1,0.000,0.000,contextlib.py:63(_recreate_cm)
1,0.000,0.000,1,0.000,0.000,<string>:4(cy_wrap)
2,0.000,0.000,2,0.000,0.000,functoolz.py:276(keywords)
1,0.000,0.000,1,0.000,0.000,util.py:164(UnboundedMemo)
1,0.000,0.000,1,0.000,0.000,threading.py:279(_is_owned)
1,0.000,0.000,1,0.000,0.000,markers.py:36(InvalidMarker)
1,0.000,0.000,1,0.000,0.000,_policybase.py:41(__init__)
1,0.000,0.000,1,0.000,0.000,core.py:1118(_DomainedBinaryOperation)
1,0.000,0.000,1,0.000,0.000,{method 'groups' of 're.Match' objects}
1,0.000,0.000,1,0.000,0.000,_exceptions.py:81(_UFuncInputCastingError)
1,0.000,0.000,1,0.000,0.000,unicode.py:293(Thai)
1,0.000,0.000,1,0.000,0.000,_endian.py:46(BigEndianStructure)
2,0.000,0.000,2,0.000,0.000,core.py:876(__init__)
1,0.000,0.000,1,0.000,0.000,results.py:85(List)
1,0.000,0.000,1,0.000,0.000,core.py:83(MaskedArrayFutureWarning)
1,0.000,0.000,1,0.000,0.000,parse.py:320(DefragResult)
3,0.000,0.000,3,0.000,0.000,core.py:860(__init__)
1,0.000,0.000,1,0.000,0.000,__init__.py:1249(PlaceHolder)
1,0.000,0.000,1,0.000,0.000,core.py:1322(make_mask_descr)
1,0.000,0.000,1,0.000,0.000,__init__.py:327(UnknownExtra)
1,0.000,0.000,1,0.000,0.000,pathlib.py:385(_Selector)
1,0.000,0.000,1,0.000,0.000,__init__.py:23(bn128_FQ)
1,0.000,0.000,1,0.000,0.000,core.py:833(_DomainSafeDivide)
1,0.000,0.000,1,0.000,0.000,index_tricks.py:711(IndexExpression)
1,0.000,0.000,1,0.000,0.000,unicode.py:235(Kanji)
1,0.000,0.000,1,0.000,0.000,specifiers.py:694(__iter__)
1,0.000,0.000,1,0.000,0.000,specifiers.py:749(<genexpr>)
1,0.000,0.000,1,0.000,0.000,pickle.py:73(PickleError)
1,0.000,0.000,1,0.000,0.000,multiarray.py:1071(copyto)
1,0.000,0.000,1,0.000,0.000,queue.py:23(Full)
1,0.000,0.000,1,0.000,0.000,arrayprint.py:1278(_TimelikeFormat)
1,0.000,0.000,1,0.000,0.000,numeric.py:60(ComplexWarning)
1,0.000,0.000,1,0.000,0.000,__init__.py:248(ResolutionError)
1,0.000,0.000,1,0.000,0.000,core.py:4449(_IndentGreater)
1,0.000,0.000,1,0.000,0.000,extras.py:1527(mr_class)
1,0.000,0.000,1,0.000,0.000,_exceptions.py:99(_UFuncOutputCastingError)
1,0.000,0.000,1,0.000,0.000,exceptions.py:1(ValidationError)
1,0.000,0.000,1,0.000,0.000,core.py:3506(StringStart)
1,0.000,0.000,1,0.000,0.000,unicode.py:195(Cyrillic)
1,0.000,0.000,1,0.000,0.000,context.py:205(suppress)
1,0.000,0.000,1,0.000,0.000,errors.py:8(MessageError)
1,0.000,0.000,1,0.000,0.000,unicode.py:143(LatinA)
1,0.000,0.000,1,0.000,0.000,core.py:2853(_WordRegex)
1,0.000,0.000,1,0.000,0.000,core.py:4835(OneOrMore)
1,0.000,0.000,1,0.000,0.000,markers.py:42(UndefinedComparison)
1,0.000,0.000,1,0.000,0.000,zipfile.py:615(LZMADecompressor)
3,0.000,0.000,3,0.000,0.000,{method '__init_subclass__' of 'object' objects}
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:151(_FlexibleAliasClsApplied)
1,0.000,0.000,1,0.000,0.000,extras.py:264(_fromnxfunction_single)
1,0.000,0.000,1,0.000,0.000,_iotools.py:437(ConversionWarning)
1,0.000,0.000,1,0.000,0.000,index_tricks.py:429(RClass)
1,0.000,0.000,1,0.000,0.000,core.py:886(_MaskedUFunc)
1,0.000,0.000,1,0.000,0.000,unicode.py:208(Chinese)
1,0.000,0.000,1,0.000,0.000,__init__.py:31(bn128_FQ2)
1,0.000,0.000,1,0.000,0.000,core.py:2344(_SingleCharLiteral)
2,0.000,0.000,2,0.000,0.000,{method 'keys' of 'dict' objects}
1,0.000,0.000,1,0.000,0.000,markers.py:69(Variable)
1,0.000,0.000,1,0.000,0.000,core.py:3398(PositionToken)
1,0.000,0.000,1,0.000,0.000,pathlib.py:1446(PosixPath)
1,0.000,0.000,1,0.000,0.000,index_tricks.py:531(CClass)
1,0.000,0.000,1,0.000,0.000,utils.py:15(InvalidWheelFilename)
1,0.000,0.000,1,0.000,0.000,core.py:815(_DomainTan)
1,0.000,0.000,1,0.000,0.000,__init__.py:163(c_short)
1,0.000,0.000,1,0.000,0.000,_pep440.py:129(InvalidVersion)
1,0.000,0.000,1,0.000,0.000,unicode.py:268(Hangul)
1,0.000,0.000,1,0.000,0.000,__init__.py:2997(EggInfoDistribution)
1,0.000,0.000,1,0.000,0.000,core.py:4672(Located)
1,0.000,0.000,1,0.000,0.000,socket.py:211(_GiveupOnSendfile)
1,0.000,0.000,1,0.000,0.000,requirements.py:27(InvalidRequirement)
1,0.000,0.000,1,0.000,0.000,__init__.py:52(bls12_381_FQ2)
1,0.000,0.000,1,0.000,0.000,__init__.py:44(bls12_381_FQ)
1,0.000,0.000,1,0.000,0.000,random.py:840(seed)
1,0.000,0.000,1,0.000,0.000,polynomial.py:28(RankWarning)
1,0.000,0.000,1,0.000,0.000,specifiers.py:33(InvalidSpecifier)
1,0.000,0.000,1,0.000,0.000,errors.py:81(HeaderDefect)
1,0.000,0.000,1,0.000,0.000,__init__.py:1958(EggMetadata)
1,0.000,0.000,1,0.000,0.000,__init__.py:167(c_ushort)
1,0.000,0.000,1,0.000,0.000,exceptions.py:220(ParseException)
1,0.000,0.000,1,0.000,0.000,markers.py:204(Undefined)
1,0.000,0.000,1,0.000,0.000,__init__.py:3095(RequirementParseError)
1,0.000,0.000,1,0.000,0.000,arrayprint.py:1235(BoolFormat)
1,0.000,0.000,1,0.000,0.000,unicode.py:300(Arabic)
1,0.000,0.000,1,0.000,0.000,util.py:81(_UnboundedCache)
1,0.000,0.000,1,0.000,0.000,errors.py:47(CloseBoundaryNotFoundDefect)
1,0.000,0.000,1,0.000,0.000,extras.py:282(_fromnxfunction_seq)
1,0.000,0.000,1,0.000,0.000,unicode.py:242(Hiragana)
1,0.000,0.000,1,0.000,0.000,unicode.py:290(CJK)
1,0.000,0.000,1,0.000,0.000,unicode.py:308(Hebrew)
1,0.000,0.000,1,0.000,0.000,threading.py:1384(_MainThread)
1,0.000,0.000,1,0.000,0.000,pathlib.py:463(_RecursiveWildcardSelector)
1,0.000,0.000,1,0.000,0.000,_ufunc_config.py:359(_unspecified)
1,0.000,0.000,1,0.000,0.000,{built-in method sys.setrecursionlimit}
1,0.000,0.000,1,0.000,0.000,__init__.py:1119(ExtractionError)
1,0.000,0.000,1,0.000,0.000,calendar.py:33(IllegalWeekdayError)
1,0.000,0.000,1,0.000,0.000,plistlib.py:439(InvalidFileException)
1,0.000,0.000,1,0.000,0.000,unicode.py:322(Devanagari)
1,0.000,0.000,1,0.000,0.000,__init__.py:1933(PathMetadata)
1,0.000,0.000,1,0.000,0.000,{method 'difference_update' of 'set' objects}
1,0.000,0.000,1,0.000,0.000,__init__.py:3250(PkgResourcesDeprecationWarning)
1,0.000,0.000,1,0.000,0.000,pathlib.py:416(_PreciseSelector)
1,0.000,0.000,1,0.000,0.000,unicode.py:149(LatinB)
1,0.000,0.000,1,0.000,0.000,calendar.py:162(setfirstweekday)
1,0.000,0.000,1,0.000,0.000,__init__.py:3106(<listcomp>)
1,0.000,0.000,1,0.000,0.000,unicode.py:254(Katakana)
1,0.000,0.000,1,0.000,0.000,pathlib.py:932(PureWindowsPath)
1,0.000,0.000,1,0.000,0.000,pathlib.py:432(_WildcardSelector)
1,0.000,0.000,1,0.000,0.000,shutil.py:59(Error)
1,0.000,0.000,1,0.000,0.000,version.py:54(InvalidVersion)
1,0.000,0.000,1,0.000,0.000,pickle.py:77(PicklingError)
1,0.000,0.000,1,0.000,0.000,__init__.py:184(c_int)
1,0.000,0.000,1,0.000,0.000,__init__.py:254(c_wchar_p)
1,0.000,0.000,1,0.000,0.000,_internal.py:244(c_void_p)
1,0.000,0.000,1,0.000,0.000,_manylinux.py:17(_InvalidELFFileHeader)
1,0.000,0.000,1,0.000,0.000,abc.py:256(FileLoader)
1,0.000,0.000,1,0.000,0.000,markers.py:74(Value)
1,0.000,0.000,1,0.000,0.000,_iotools.py:421(ConverterError)
1,0.000,0.000,1,0.000,0.000,__init__.py:27(bn128_FQP)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:159(_FlexibleAliasCls)
1,0.000,0.000,1,0.000,0.000,specifiers.py:657(__hash__)
1,0.000,0.000,1,0.000,0.000,pathlib.py:410(_TerminatingSelector)
1,0.000,0.000,1,0.000,0.000,__init__.py:36(bn128_FQ12)
1,0.000,0.000,1,0.000,0.000,__init__.py:95(optimized_bls12_381_FQ2)
1,0.000,0.000,1,0.000,0.000,__init__.py:79(optimized_bn128_FQ12)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:189(i16)
1,0.000,0.000,1,0.000,0.000,modp.py:5(_Modular)
1,0.000,0.000,1,0.000,0.000,__init__.py:70(optimized_bn128_FQP)
1,0.000,0.000,1,0.000,0.000,threading.py:1183(daemon)
1,0.000,0.000,1,0.000,0.000,subprocess.py:101(SubprocessError)
1,0.000,0.000,1,0.000,0.000,core.py:147(MAError)
1,0.000,0.000,1,0.000,0.000,logging.py:135(HasLogger)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:167(_NativeIntMeta)
1,0.000,0.000,1,0.000,0.000,zipfile.py:43(BadZipFile)
2,0.000,0.000,2,0.000,0.000,functoolz.py:272(args)
1,0.000,0.000,1,0.000,0.000,parse.py:328(SplitResult)
1,0.000,0.000,1,0.000,0.000,_globals.py:47(VisibleDeprecationWarning)
1,0.000,0.000,1,0.000,0.000,markers.py:79(Op)
1,0.000,0.000,1,0.000,0.000,<string>:1(<module>)
1,0.000,0.000,1,0.000,0.000,errors.py:12(MessageParseError)
1,0.000,0.000,1,0.000,0.000,{built-in method math.sqrt}
1,0.000,0.000,1,0.000,0.000,__init__.py:175(c_ulong)
1,0.000,0.000,1,0.000,0.000,errors.py:73(InvalidBase64CharactersDefect)
1,0.000,0.000,1,0.000,0.000,__init__.py:100(optimized_bls12_381_FQ12)
1,0.000,0.000,1,0.000,0.000,parse.py:339(DefragResultBytes)
1,0.000,0.000,1,0.000,0.000,__init__.py:74(optimized_bn128_FQ2)
1,0.000,0.000,1,0.000,0.000,parse.py:333(ParseResult)
1,0.000,0.000,1,0.000,0.000,__init__.py:171(c_long)
1,0.000,0.000,1,0.000,0.000,__init__.py:57(bls12_381_FQ12)
1,0.000,0.000,1,0.000,0.000,shutil.py:62(SameFileError)
1,0.000,0.000,1,0.000,0.000,arrayprint.py:1336(TimedeltaFormat)
1,0.000,0.000,1,0.000,0.000,core.py:155(MaskError)
1,0.000,0.000,1,0.000,0.000,extras.py:295(_fromnxfunction_args)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:196(u8)
1,0.000,0.000,1,0.000,0.000,threading.py:810(<listcomp>)
1,0.000,0.000,1,0.000,0.000,_exceptions.py:118(TooHardError)
1,0.000,0.000,1,0.000,0.000,errors.py:28(CharsetError)
1,0.000,0.000,1,0.000,0.000,__init__.py:188(c_uint)
1,0.000,0.000,1,0.000,0.000,core.py:823(__init__)
1,0.000,0.000,1,0.000,0.000,errors.py:16(HeaderParseError)
1,0.000,0.000,1,0.000,0.000,{built-in method sys.getdlopenflags}
1,0.000,0.000,1,0.000,0.000,util.py:102(_FifoCache)
2,0.000,0.000,2,0.000,0.000,<frozen importlib._bootstrap>:795(is_package)
1,0.000,0.000,1,0.000,0.000,multiarray.py:148(concatenate)
1,0.000,0.000,1,0.000,0.000,errors.py:20(BoundaryError)
1,0.000,0.000,1,0.000,0.000,parse.py:347(SplitResultBytes)
1,0.000,0.000,1,0.000,0.000,{built-in method atexit.register}
1,0.000,0.000,1,0.000,0.000,pathlib.py:277(_Accessor)
1,0.000,0.000,1,0.000,0.000,extras.py:320(_fromnxfunction_allargs)
1,0.000,0.000,1,0.000,0.000,utils.py:21(InvalidSdistFilename)
1,0.000,0.000,1,0.000,0.000,errors.py:24(MultipartConversionError)
1,0.000,0.000,1,0.000,0.000,exceptions.py:240(ParseFatalException)
1,0.000,0.000,1,0.000,0.000,mypy_extensions.py:138(NoReturn)
1,0.000,0.000,1,0.000,0.000,_iotools.py:429(ConverterLockError)
1,0.000,0.000,1,0.000,0.000,{built-in method time.time}
1,0.000,0.000,1,0.000,0.000,shutil.py:69(ExecError)
1,0.000,0.000,1,0.000,0.000,__init__.py:87(optimized_bls12_381_FQ)
1,0.000,0.000,1,0.000,0.000,more.py:3597(AbortThread)
1,0.000,0.000,1,0.000,0.000,__init__.py:48(bls12_381_FQP)
1,0.000,0.000,1,0.000,0.000,{built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
1,0.000,0.000,1,0.000,0.000,parse.py:352(ParseResultBytes)
1,0.000,0.000,1,0.000,0.000,errors.py:41(NoBoundaryInMultipartDefect)
1,0.000,0.000,1,0.000,0.000,threading.py:776(BrokenBarrierError)
1,0.000,0.000,1,0.000,0.000,__init__.py:91(optimized_bls12_381_FQP)
1,0.000,0.000,1,0.000,0.000,__init__.py:233(c_char)
1,0.000,0.000,1,0.000,0.000,__init__.py:192(c_float)
1,0.000,0.000,1,0.000,0.000,sre_parse.py:102(checklookbehindgroup)
1,0.000,0.000,1,0.000,0.000,__init__.py:244(c_void_p)
1,0.000,0.000,1,0.000,0.000,errors.py:44(StartBoundaryNotFoundDefect)
1,0.000,0.000,1,0.000,0.000,markers.py:48(UndefinedEnvironmentName)
1,0.000,0.000,1,0.000,0.000,results.py:8(<genexpr>)
1,0.000,0.000,1,0.000,0.000,logging.py:149(HasExtendedDebugLogger)
1,0.000,0.000,1,0.000,0.000,exceptions.py:11(ExceptionWordUnicode)
1,0.000,0.000,1,0.000,0.000,errors.py:56(MissingHeaderBodySeparatorDefect)
1,0.000,0.000,1,0.000,0.000,pickle.py:84(UnpicklingError)
1,0.000,0.000,1,0.000,0.000,shutil.py:65(SpecialFileError)
1,0.000,0.000,1,0.000,0.000,{method 'isalnum' of 'str' objects}
1,0.000,0.000,1,0.000,0.000,errors.py:50(FirstHeaderLineIsContinuationDefect)
1,0.000,0.000,1,0.000,0.000,__init__.py:66(optimized_bn128_FQ)
1,0.000,0.000,1,0.000,0.000,{built-in method _thread._set_sentinel}
1,0.000,0.000,1,0.000,0.000,__init__.py:200(c_longdouble)
1,0.000,0.000,1,0.000,0.000,errors.py:61(MultipartInvariantViolationDefect)
1,0.000,0.000,1,0.000,0.000,zipfile.py:47(LargeZipFile)
1,0.000,0.000,1,0.000,0.000,__init__.py:196(c_double)
1,0.000,0.000,1,0.000,0.000,__init__.py:228(c_byte)
1,0.000,0.000,1,0.000,0.000,__init__.py:259(c_wchar)
1,0.000,0.000,1,0.000,0.000,shutil.py:75(RegistryError)
1,0.000,0.000,1,0.000,0.000,shutil.py:72(ReadError)
2,0.000,0.000,2,0.000,0.000,__init__.py:2023(find_nothing)
1,0.000,0.000,1,0.000,0.000,shutil.py:79(_GiveupOnFastCopy)
1,0.000,0.000,1,0.000,0.000,__init__.py:249(c_bool)
1,0.000,0.000,1,0.000,0.000,errors.py:112(InvalidDateDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:107(NonASCIILocalPartDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:104(ObsoleteHeaderDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:53(MisplacedEnvelopeHeaderDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:70(InvalidBase64PaddingDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:64(InvalidMultipartContentTransferEncodingDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:76(InvalidBase64LengthDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:87(InvalidHeaderDefect)
1,0.000,0.000,1,0.000,0.000,exceptions.py:247(ParseSyntaxException)
1,0.000,0.000,1,0.000,0.000,{method '__enter__' of '_thread.lock' objects}
1,0.000,0.000,1,0.000,0.000,errors.py:67(UndecodableBytesDefect)
1,0.000,0.000,1,0.000,0.000,errors.py:90(HeaderMissingRequiredValue)
1,0.000,0.000,1,0.000,0.000,{method 'toordinal' of 'datetime.date' objects}
1,0.000,0.000,1,0.000,0.000,{built-in method _abc.get_cache_token}
